age,workclass,educational-num,marital-status,occupation,relationship,hours-per-week,is_Male,income >50K,is_White,from_USA,gained-capital
24,Private,13,Married,Sales,Husband,35,1,0,1,1,0
44,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
68,Government,11,Married,Management,Husband,24,1,0,1,1,0
34,Private,9,Married,Specialized Services,Husband,40,1,0,0,1,0
19,Private,9,Married,Simple Services,Child,35,0,0,1,1,0
27,Private,10,Married,Specialized Services,Husband,65,1,0,1,1,0
25,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
62,Self Employed,10,Married,Specialized Services,Husband,90,1,0,1,1,0
32,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,0
31,Self Employed,9,Never-married,Simple Services,Child,40,0,0,1,1,0
27,Private,10,Never-married,Simple Services,Child,25,1,0,1,1,0
36,Private,13,Never-married,Professional,Shared Housing,25,0,0,1,1,1
50,Private,13,Married,Professional,Husband,30,1,0,1,1,0
31,Private,9,Never-married,Simple Services,Shared Housing,50,1,0,1,1,0
42,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,0,1,0
27,Private,10,Never-married,Professional,Shared Housing,40,1,0,1,1,0
22,Private,10,Never-married,Simple Services,Shared Housing,20,1,0,0,0,1
46,Private,9,Widowed/Separated,Sales,Shared Housing,40,0,0,1,1,0
25,Private,10,Never-married,Administrative,Single,40,0,0,1,1,0
37,Private,10,Widowed/Separated,Sales,Shared Housing,40,1,0,1,1,0
58,Self Employed,10,Married,Sales,Husband,50,1,1,1,1,0
17,Private,7,Never-married,Simple Services,Child,20,1,0,1,1,0
35,Government,10,Never-married,Professional,Child,35,1,0,1,1,0
46,Private,10,Widowed/Separated,Specialized Services,Shared Housing,40,1,1,0,1,1
36,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,0
22,Private,13,Never-married,Management,Shared Housing,40,1,0,1,1,0
21,Private,9,Widowed/Separated,Sales,Single,48,0,0,1,1,0
46,Private,13,Married,Sales,Wife,16,0,1,1,1,0
27,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
33,Private,10,Married,Sales,Husband,45,1,1,1,1,0
34,Government,11,Widowed/Separated,Administrative,Child,40,0,0,0,1,1
50,Government,10,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
19,Private,10,Never-married,Simple Services,Child,20,1,0,1,1,0
40,Self Employed,9,Widowed/Separated,Simple Services,Single,50,0,0,1,1,0
65,Self Employed,9,Married,Sales,Wife,40,0,0,1,1,0
39,Self Employed,9,Married,Professional,Husband,60,1,1,1,1,0
48,Private,16,Married,Professional,Husband,45,1,1,1,1,0
32,Private,10,Married,Management,Husband,40,1,0,1,1,0
32,Private,13,Never-married,Professional,Shared Housing,40,1,0,1,1,1
61,Private,9,Married,Simple Services,Husband,30,1,0,1,1,0
57,Private,13,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
32,Private,14,Married,Professional,Husband,45,1,1,0,0,0
29,Private,9,Never-married,Management,Shared Housing,50,1,0,1,0,0
57,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
72,Self Employed,3,Married,Management,Husband,20,1,0,0,0,0
27,Private,9,Married,Administrative,Husband,45,1,0,1,1,1
26,Private,7,Married,Specialized Services,Husband,45,1,0,1,1,0
63,Private,9,Widowed/Separated,Sales,Shared Housing,40,1,0,1,1,0
58,Self Employed,15,Widowed/Separated,Professional,Shared Housing,70,1,1,1,1,0
45,Private,10,Married,Management,Husband,65,1,0,1,1,0
41,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
26,Government,9,Married,Public Safety,Husband,50,1,1,0,1,0
47,Private,13,Widowed/Separated,Professional,Single,4,0,0,1,0,0
52,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
40,Private,13,Married,Management,Husband,45,1,1,1,1,0
38,Government,12,Never-married,Administrative,Shared Housing,40,1,0,0,1,0
32,Private,7,Married,Simple Services,Husband,40,1,0,1,1,0
32,Government,10,Never-married,Simple Services,Single,40,0,0,0,1,0
37,Government,10,Married,Management,Husband,40,1,1,1,1,0
69,Private,4,Married,Simple Services,Husband,6,1,0,1,1,0
27,Self Employed,9,Married,Specialized Services,Husband,40,1,0,1,0,0
39,Self Employed,12,Married,Sales,Husband,72,1,0,0,0,0
56,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
26,Private,12,Never-married,Sales,Child,40,0,0,1,0,0
32,Private,12,Married,Management,Wife,40,0,0,1,1,0
35,Self Employed,10,Married,Sales,Husband,75,1,1,1,1,0
26,Private,7,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,0,1,0
53,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,0
23,Private,12,Never-married,Simple Services,Shared Housing,25,1,0,1,1,0
51,Private,9,Married,Sales,Husband,40,1,0,1,1,0
25,Government,13,Widowed/Separated,Professional,Single,40,0,0,1,1,0
57,Private,14,Married,Professional,Husband,84,1,1,1,1,1
61,Private,13,Widowed/Separated,Administrative,Shared Housing,35,0,0,1,1,0
20,Private,9,Never-married,Sales,Child,40,0,0,0,0,0
22,Private,9,Never-married,Specialized Services,Child,50,1,0,1,1,0
42,Private,13,Married,Sales,Husband,50,1,1,1,1,0
47,Self Employed,4,Married,Professional,Husband,45,1,0,1,1,0
21,Government,10,Never-married,Specialized Services,Child,30,1,0,1,1,0
37,Private,13,Married,Management,Husband,50,1,1,1,1,0
38,Self Employed,10,Never-married,Sales,Shared Housing,65,1,0,1,1,0
27,Private,9,Widowed/Separated,Specialized Services,Child,40,1,0,1,1,0
55,Self Employed,9,Married,Professional,Husband,50,1,0,1,1,0
20,Private,7,Never-married,Simple Services,Child,40,1,0,0,1,0
43,Private,10,Married,Simple Services,Husband,40,1,0,1,1,0
46,Private,9,Widowed/Separated,Simple Services,Single,25,0,0,0,1,0
19,Private,9,Never-married,Sales,Shared Housing,20,0,0,1,1,0
30,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,1
23,Self Employed,9,Married,Sales,Husband,40,1,1,1,1,0
65,Self Employed,4,Married,Specialized Services,Husband,40,1,0,1,1,0
28,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
44,Government,13,Married,Management,Husband,40,1,1,1,1,0
32,Government,9,Never-married,Administrative,Shared Housing,37,0,0,0,1,0
40,Government,13,Married,Public Safety,Husband,40,1,0,1,1,0
58,Self Employed,9,Married,Sales,Husband,60,1,0,1,1,0
17,Private,6,Never-married,Simple Services,Shared Housing,35,1,0,1,1,0
57,Private,10,Married,Simple Services,Husband,50,1,0,1,1,0
24,Government,13,Never-married,Professional,Shared Housing,40,0,0,1,1,0
47,Private,9,Never-married,Professional,Shared Housing,40,0,0,0,0,1
26,Private,13,Never-married,Sales,Shared Housing,40,0,0,1,1,0
42,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,1
60,Government,14,Married,Professional,Husband,52,1,1,1,1,1
54,Private,9,Widowed/Separated,Public Safety,Shared Housing,40,1,0,1,1,0
44,Government,13,Widowed/Separated,Professional,Single,40,0,0,1,1,0
47,Self Employed,9,Married,Professional,Husband,65,1,0,1,1,0
37,Government,13,Married,Professional,Wife,48,0,1,1,1,0
48,Government,13,Married,Management,Husband,40,1,1,1,1,1
30,Private,9,Married,Public Safety,Husband,40,1,1,1,1,0
20,Private,8,Never-married,Simple Services,Child,25,0,0,1,1,0
30,Self Employed,16,Married,Professional,Husband,40,1,1,1,1,0
22,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
62,Private,13,Married,Professional,Husband,40,1,1,1,1,1
25,Private,10,Never-married,Sales,Child,20,1,0,1,1,0
55,Self Employed,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,0,1,0
19,Private,7,Never-married,Simple Services,Child,30,1,0,1,1,0
28,Government,13,Never-married,Public Safety,Shared Housing,48,0,0,1,1,1
47,Government,13,Married,Professional,Husband,35,1,1,1,1,0
35,Government,9,Married,Simple Services,Wife,40,0,0,1,1,0
37,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
19,Private,9,Never-married,Sales,Shared Housing,30,0,0,0,1,0
37,Private,11,Widowed/Separated,Specialized Services,Shared Housing,40,0,0,1,1,0
24,Private,10,Never-married,Simple Services,Shared Housing,30,1,0,1,1,0
54,Government,9,Married,Public Safety,Husband,40,1,0,1,1,0
40,Self Employed,13,Widowed/Separated,Simple Services,Single,20,0,0,1,1,0
70,Private,6,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,1
43,Private,10,Widowed/Separated,Sales,Shared Housing,35,0,0,1,1,0
49,Government,13,Married,Management,Husband,40,1,0,1,1,0
47,Self Employed,15,Married,Professional,Husband,55,1,1,1,1,0
21,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
24,Private,10,Never-married,Administrative,Child,40,0,0,1,1,0
37,Private,10,Married,Sales,Husband,50,1,0,1,1,0
24,Private,12,Married,Professional,Wife,40,0,1,1,1,1
18,Private,7,Never-married,Sales,Child,5,0,0,1,1,0
27,Private,12,Never-married,Administrative,Shared Housing,60,0,0,0,1,0
75,Private,6,Widowed/Separated,Simple Services,Shared Housing,15,0,0,1,1,0
22,Private,9,Never-married,Administrative,Child,40,0,0,1,1,0
29,Government,10,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
32,Private,14,Never-married,Management,Shared Housing,48,1,0,1,1,0
64,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
41,Government,11,Widowed/Separated,Specialized Services,Single,40,1,0,0,1,0
39,Private,10,Widowed/Separated,Sales,Shared Housing,40,1,0,1,1,1
49,Private,9,Married,Simple Services,Husband,40,1,1,1,1,1
36,Private,8,Married,Simple Services,Husband,42,1,0,1,1,0
18,Private,8,Never-married,Sales,Child,15,0,0,1,1,0
55,Government,13,Married,Professional,Husband,40,1,1,1,1,0
44,Private,14,Widowed/Separated,Simple Services,Shared Housing,55,0,0,1,1,0
20,Private,9,Never-married,Administrative,Shared Housing,30,0,0,1,1,0
20,Private,10,Never-married,Management,Shared Housing,36,0,0,1,1,0
50,Private,16,Married,Professional,Husband,40,1,1,1,1,0
22,Government,10,Never-married,Specialized Services,Child,20,1,0,1,1,0
24,Self Employed,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
75,Self Employed,16,Widowed/Separated,Professional,Shared Housing,20,1,1,1,1,1
44,Private,13,Never-married,Sales,Shared Housing,45,1,0,1,1,0
41,Self Employed,6,Married,Management,Husband,50,1,0,1,1,0
19,Private,9,Never-married,Specialized Services,Child,20,0,0,1,1,0
38,Private,10,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
23,Private,9,Never-married,Simple Services,Shared Housing,50,0,0,0,0,0
40,Private,9,Married,Simple Services,Husband,40,1,0,0,1,0
41,Government,10,Married,Management,Husband,40,1,0,1,1,0
59,Private,10,Never-married,Professional,Shared Housing,38,0,1,1,1,0
35,Private,13,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
35,Private,1,Married,Specialized Services,Husband,38,1,0,1,0,0
25,Private,13,Never-married,Management,Shared Housing,40,1,0,1,1,0
64,Government,13,Never-married,Management,Shared Housing,40,0,0,1,1,0
55,Private,16,Never-married,Professional,Shared Housing,40,1,0,1,1,0
63,Private,9,Married,Specialized Services,Husband,29,1,0,1,1,0
19,Private,7,Never-married,Sales,Shared Housing,16,1,0,1,1,0
27,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
42,Self Employed,9,Married,Sales,Husband,60,1,0,1,1,0
37,Private,12,Married,Professional,Husband,40,1,1,1,1,0
39,Private,3,Married,Simple Services,Husband,40,1,0,1,1,0
30,Self Employed,9,Never-married,Management,Shared Housing,45,1,0,1,0,0
52,Private,10,Never-married,Sales,Shared Housing,40,0,0,1,1,0
27,Private,11,Married,Professional,Husband,44,1,1,1,1,0
54,Private,10,Married,Professional,Husband,38,1,1,1,1,1
28,Private,10,Widowed/Separated,Sales,Shared Housing,40,0,0,1,1,0
22,Private,10,Never-married,Simple Services,Single,15,1,0,0,1,0
33,Private,15,Married,Professional,Husband,35,1,0,0,0,0
46,Private,9,Married,Specialized Services,Husband,42,1,0,1,1,0
49,Self Employed,3,Married,Specialized Services,Husband,35,1,0,1,1,0
31,Private,10,Married,Specialized Services,Husband,70,1,0,1,1,0
49,Private,8,Widowed/Separated,Simple Services,Single,45,0,0,1,1,0
17,Government,7,Never-married,Administrative,Child,15,0,0,0,1,0
35,Private,13,Never-married,Administrative,Shared Housing,55,1,0,0,1,0
39,Self Employed,12,Married,Management,Wife,20,0,1,1,1,0
26,Private,3,Never-married,Simple Services,Shared Housing,40,1,0,1,0,0
59,Private,10,Married,Simple Services,Husband,74,1,1,1,1,0
37,Private,10,Widowed/Separated,Simple Services,Single,25,0,0,1,1,0
53,Private,13,Widowed/Separated,Specialized Services,Shared Housing,40,0,0,0,0,0
50,Private,9,Married,Simple Services,Husband,50,1,0,0,0,0
48,Private,9,Never-married,Simple Services,Shared Housing,52,1,0,0,1,0
60,Government,13,Married,Professional,Husband,40,1,0,1,1,0
18,Private,8,Never-married,Simple Services,Child,32,0,0,0,1,0
35,Private,9,Married,Administrative,Wife,40,0,0,0,0,0
26,Self Employed,11,Widowed/Separated,Simple Services,Single,55,0,0,1,1,0
32,Private,13,Never-married,Specialized Services,Shared Housing,40,1,0,0,1,0
69,Private,10,Married,Administrative,Husband,15,1,1,1,0,0
31,Self Employed,5,Never-married,Specialized Services,Single,47,1,0,1,1,0
35,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
65,Self Employed,9,Married,Simple Services,Husband,40,1,0,1,1,0
63,Private,10,Widowed/Separated,Simple Services,Shared Housing,37,0,0,0,1,0
29,Private,13,Married,Sales,Husband,55,1,1,1,1,0
48,Private,11,Married,Specialized Services,Husband,40,1,1,1,1,0
35,Government,9,Married,Simple Services,Wife,40,0,1,1,1,1
50,Self Employed,15,Married,Professional,Wife,35,0,1,1,1,0
21,Private,10,Never-married,Sales,Shared Housing,25,0,0,1,1,0
47,Private,5,Widowed/Separated,Management,Single,50,0,0,1,1,0
42,Private,10,Married,Simple Services,Husband,35,1,0,1,1,0
52,Self Employed,6,Widowed/Separated,Simple Services,Child,27,0,0,1,1,0
29,Private,13,Married,Professional,Wife,40,0,0,0,1,0
41,Private,10,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
36,Self Employed,10,Never-married,Sales,Shared Housing,50,1,0,1,1,0
43,Self Employed,10,Married,Management,Husband,92,1,1,1,1,0
20,Private,10,Never-married,Simple Services,Shared Housing,30,0,0,1,1,0
38,Private,9,Married,Simple Services,Husband,55,1,0,1,1,0
35,Self Employed,9,Married,Simple Services,Husband,50,1,0,1,0,0
24,Private,7,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
27,Private,9,Never-married,Simple Services,Child,40,0,0,0,1,0
47,Private,5,Widowed/Separated,Simple Services,Single,40,0,0,1,0,0
44,Private,12,Widowed/Separated,Specialized Services,Shared Housing,50,1,0,1,1,0
18,Government,7,Never-married,Professional,Child,40,0,0,0,1,0
30,Private,13,Married,Sales,Husband,40,1,1,1,1,0
30,Private,10,Married,Sales,Husband,75,1,0,1,1,0
50,Government,9,Married,Simple Services,Husband,40,1,0,1,1,0
32,Private,13,Married,Specialized Services,Husband,40,1,0,1,1,0
18,Private,7,Never-married,Simple Services,Child,20,0,0,1,1,0
40,Private,9,Married,Specialized Services,Husband,45,1,1,1,1,0
37,Self Employed,15,Married,Professional,Husband,60,1,1,1,1,0
61,Private,5,Widowed/Separated,Simple Services,Single,40,0,0,0,1,0
39,Self Employed,13,Married,Management,Husband,50,1,1,1,1,0
26,Private,13,Married,Administrative,Husband,40,1,1,1,1,0
30,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
40,Private,9,Widowed/Separated,Administrative,Shared Housing,60,0,1,1,1,1
40,Private,9,Widowed/Separated,Simple Services,Single,45,1,0,0,1,0
45,Self Employed,13,Married,Specialized Services,Husband,40,1,1,1,1,0
44,Government,14,Widowed/Separated,Professional,Shared Housing,35,0,1,1,1,1
65,Private,4,Widowed/Separated,Simple Services,Shared Housing,60,0,0,1,0,0
29,Private,11,Married,Sales,Husband,40,1,0,1,1,1
49,Government,10,Widowed/Separated,Management,Single,40,1,0,1,1,0
66,Private,10,Never-married,Professional,Shared Housing,15,0,0,1,1,0
48,Private,10,Married,Management,Husband,65,1,1,1,1,0
28,Private,12,Married,Sales,Husband,37,1,1,1,1,0
19,Private,10,Never-married,Simple Services,Child,24,1,0,1,1,0
23,Private,10,Never-married,Administrative,Child,40,0,0,0,1,0
40,Private,10,Never-married,Sales,Shared Housing,40,0,0,0,1,0
53,Self Employed,16,Married,Sales,Husband,40,1,1,0,0,0
49,Private,11,Widowed/Separated,Specialized Services,Shared Housing,40,0,0,1,1,0
41,Private,9,Widowed/Separated,Simple Services,Shared Housing,45,1,0,1,1,0
22,Private,9,Never-married,Sales,Child,40,1,0,1,1,0
56,Government,13,Married,Management,Husband,40,1,1,1,1,1
48,Government,10,Married,Professional,Husband,40,1,1,1,1,0
51,Private,12,Married,Management,Husband,45,1,0,1,1,0
18,Private,8,Never-married,Simple Services,Child,30,1,0,1,0,0
32,Private,7,Never-married,Professional,Single,50,1,0,1,1,0
39,Private,10,Widowed/Separated,Simple Services,Child,40,1,0,1,1,0
38,Government,10,Widowed/Separated,Administrative,Shared Housing,30,0,0,1,1,0
54,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
37,Private,10,Married,Administrative,Wife,40,0,0,1,1,0
29,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
36,Private,9,Widowed/Separated,Simple Services,Child,40,1,0,1,1,0
21,Private,9,Never-married,Administrative,Child,35,0,0,1,1,0
27,Private,9,Married,Administrative,Husband,40,1,1,1,1,1
28,Private,9,Widowed/Separated,Specialized Services,Child,40,1,0,1,1,0
23,Private,10,Never-married,Administrative,Single,40,0,0,0,1,0
54,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
36,Private,11,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
22,Private,4,Never-married,Specialized Services,Child,35,1,0,1,1,0
27,Government,9,Never-married,Public Safety,Shared Housing,40,1,0,0,1,0
42,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,0
46,Private,10,Widowed/Separated,Sales,Single,50,1,0,1,1,0
28,Government,10,Never-married,Management,Shared Housing,40,1,0,0,1,0
21,Private,9,Never-married,Simple Services,Child,45,1,0,0,1,0
50,Private,16,Married,Sales,Husband,50,1,1,1,1,0
20,Private,9,Never-married,Administrative,Child,40,0,0,0,1,0
27,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
23,Private,8,Married,Specialized Services,Husband,30,1,0,0,0,0
23,Private,10,Never-married,Simple Services,Shared Housing,70,1,0,1,1,0
41,Private,5,Married,Specialized Services,Wife,80,0,0,1,1,0
39,Private,9,Married,Simple Services,Husband,45,1,0,1,1,0
38,Private,9,Widowed/Separated,Administrative,Single,45,0,0,1,1,1
46,Private,14,Never-married,Professional,Shared Housing,40,0,0,1,1,0
29,Private,9,Never-married,Sales,Shared Housing,40,1,0,1,1,0
35,Private,13,Married,Professional,Wife,40,0,1,0,0,0
23,Government,9,Never-married,Specialized Services,Child,40,1,0,1,1,0
33,Self Employed,13,Married,Management,Husband,40,1,0,1,1,0
31,Private,13,Married,Management,Husband,40,1,1,1,1,0
52,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
28,Private,13,Never-married,Professional,Shared Housing,47,1,0,1,1,0
56,Private,14,Married,Management,Husband,50,1,1,1,1,0
38,Private,10,Widowed/Separated,Simple Services,Shared Housing,40,0,0,0,1,0
21,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,0,1,0
19,Private,7,Never-married,Simple Services,Child,28,0,0,1,1,0
23,Private,10,Married,Sales,Wife,35,0,0,1,1,0
69,Government,12,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
50,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
46,Private,13,Married,Sales,Husband,30,1,1,1,1,0
53,Private,10,Widowed/Separated,Sales,Shared Housing,40,0,0,1,1,0
56,Self Employed,13,Married,Professional,Husband,45,1,0,1,1,0
35,Private,13,Never-married,Sales,Shared Housing,40,1,0,1,1,0
30,Private,9,Widowed/Separated,Simple Services,Shared Housing,28,1,0,1,1,0
